,answer,question_text,text_id,grade,score
1277,Going camping and sleeping outside in the woods. But his mom wudit let him and he is mad,What does the main character or person really care about?,BASEawciwYOJr1ZCE9tSY7js2A,2,9
1278,I liked the first picture because he looked really happy when he wheeled it in. The expression on his face made him happy.,Describe what the main character or person looks like.,BASE-ImtCzUZuwr1lMQ_63DioA,2,8
1279,the picture on page 189 because its fliporama with captain underpants and his future self,What picture made you the happiest in this text? Why?,BASEYL82bgaBebTsJJAHtD1DaA,0,8
1280,His friends how he met them.,How did this text end? Imagine if one more chapter or section were added it. What do you think it would be about?,AUTutUqRqUBtJXDlaX4HtDEDQ,5,7
1281,No I did not know what it was gonna Happin but I read this book so now I know what happened but I read this book in first grade,"When you were reading the beginning of the book, were you able to guess what was going to happen next? Was your guess close to what really happened?",AUTUyVQ4jXmlM2NX_iSk43Sjg,2,5
1282,New name for this book - Bath time fun with Harry. Because he is having fun.,Come up with a new name for this book. Why did you choose that name?,BASEEQ5iJpHMrJkg8XZfnbLBbQ,0,9
1283,"When Lupita found out that her mother died, she was devastated for a long time. If I intervened, to help her, I would explain to her that her mom was in a greater place now and that she should just move on with her own life. I would explain her to find memories in the back of her head about happy moments in her life to make her forget about the current terrible thoughts. I would persuade her to envision that she is lucky to have sisters and brothers as having none gets boring. I would also give her a gift so she can forget the terrible thoughts.","If you could intervene to help one character or person at one moment in the text, who would you help, when would you help them, and what would you do to help?",AUTFMB7zd9ZYgHVQx5v2nOeDg,7,10
1284,Ralph biggest enemy is Mr. Pierre Ralph said it was fun chasing the poodle but until he got caught by mr. Pierre.,How would the story to change if it were told through the main character's biggest enemy or rival?,BASErrG7EqAXv_XWHpLOFacwrw,3,6
1285,ERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERERER,List the most important lessons you have learned from the text. Then explain which lesson you think is the most important for other people your age to know.,BASEERiDhw0vey3iTvsX0cVDEQ,4,0
1286,the dad the kid and the mom but mostly the little boy because he was talking about how he was doing the same the as his dad,What does the main character or person really care about?,BASE3pg9OkizW6inmr9GCtgFdw,3,6
1287,the crayons wanted to quit,What was the biggest problem for the main character or person? What would you have done differently?,MANUVk_P9LIQ2AZIjIofzbHAoA,4,4
1288,Some of the Spanish word was kind of challenging in the text because those word are not familiar to me like English words.,Find two challenging words in the text. Then make up a conversation between two characters or people in this text using those words.,AUTD4ek5PjJ0DVKXZ85OHcgZg,5,7
1289,"A superhero,because they saved the golden puck from the military parhawks and they went to jail",Do you think the main character or person would be a pirate or a superhero? Why?,AUTMuL8tismggmk_qBxIHggXQ,-1,8
1290,no it is it so hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,"Is this text a drama, poem, biography, historical writting, or something else? How do you know?",AUTndixsqsEG1qgM0H1kMzVpg,3,0
1291,iwyijvfsdgvhsdgzfhjvdszbxfdhagufhsafvushaaydhiguysdhgsuhdgzfyuhgvyuhfsguyhwadgsfyuhgyzchgvfyushgvyuhwfgsuyhfgbuyfshauohgggggggggoyvvvvvvvvvvvvvugysdhgfuyshdgfuysv,What part of the text made you the happiest? Why do you think you were so happy at this moment?,MANUWy8Sdm4i0E2llW--Mpl4Ow,5,0
1292,"One point in the story is how annoying sisters can be. Some evidence is how the younger sister always teases the big sister about ""The incident."" Another point is how having pets goes along in a family like goldfish or snakes. Evidence is how fast goldfish die and how the snake lived in the van for 2 months.",Describe two points made in the text: one that is well supported by evidence and one that is not as well supported. In what ways did the author use evidence to support the stronger argument?,BASE9S4V0Kl0Hze8FzJi8b4ISA,7,7
1293,she like to talk in front of crowds. not afaraid of anything,Why did you choose to read about this topic? What part did you enjoy the most and why?,AUTlwFOWm7kszpN_EfNyEUBLw,4,4
1294,He is a boy. He has black eyes. He has a sweater and the color is red. He has blue pants. He has red and white shoes. He has lite skin.,Describe what the main character or person looks like.,AUTUyVQ4jXmlM2NX_iSk43Sjg,2,10
1295,Yeah because we both love dogs and we both enjoy to go outside and adventure. In the story you can tell that Ian loves to hunt and shoot guns. I relate to the same activities. He also enjoys to make contraption similar me. In the story it talks about his plans to build a cage for Gray Boy. I jibing to build traps and robots and other contraptions to. So yeah I do think me and Ian would be friends.,Do you think the main character or person would enjoy a friendship with you? Why or why not?,BASEJ1uGECeT1dVfrRggav0pcg,7,8
1296,"The meaning of the title of the book is telling Greg heflys everyday life so, therefore, his diary. I don't really consider him a wimpy kid but that is the other half of the title. I think the reason that the author put the title Diary of a wimpy kid is that he does not stand up for himself a lot he is not one of the cool kids I guess.","Choose either the title of the most recent chapter you read, or the title of your text. Explain the deeper meaning of the title.",AUTlqmCeXxUyD6fhr3y1rmU6w,6,9
1297,barbie       leaps     across         the        room        teresa       stand    on      her      toes    barbie    and    teresa    want    to     be    ballerinas        in        a        ballet  company.,What part of this book do you remember best?,BASEkqyyXyYpWND5FCHLWDXerQ,1,9
1298,This book was about a boy named Henry and his first day of kindergarten.  Henry was nervous at the beginning but saw that kindergarten could be fun.,What was this book about and how did it end?,BASEjCxM6CqfLErZWUY1n4Qg5g,1,10
1299,the magic pert of the book in the beging,"If you could make everyone in the world read one part of this book, what would you ask them to read?",BASE6NAIOUP24hSqeckcQhnERA,-1,8
1300,I think that she will fight back against the monster to try to get there mom back. Also she will be the leader of amulet and protect everybody from the wizard.,How do you think the main character or person will solve any future problems in their life?,AUT1OSc7JxDsbhRfzNQR7Fofg,5,8
1301,The mosquito one because it really is not deadly,Which picture did you not like in this book? Why?,BASE9GHy7DmwmVN8C6ldZbEOGA,-1,8
1302,i now,Are any words or sentences repeated? Which ones? Why do you think the author did this?,BASEIKCe1XJVRuqTcU7530tAtg,2,0
1303,the main idea of the story is Junie B Jones can be bossy that's why she can go to the office in the book she was being mean to other people like her friends on the bus,"Try to think of some ways that the main character changed during the story. For example, maybe he or she became braver, older, wiser, or made more friends.",BASE7MX-Ksxq81E1Sc4qr9-XVA,3,5
1304,fy1urfuervbhoqewrvhoqbfhdovbhqefbvhbqefhuibvhqefibvhqefbhqefbvhjefbvbqehfvbhefbvhqjefvbqjehfvbhqefvbe1bv1ehrhvb1ergbvh1befhbvhuerfhyg1fbhewcgfhoecfowbuerdgrfvbyqervbhrbhbow2hvbhqefbbvhqevbhhqjwbdjcvWDVBHHEFHDHWOGHHJEFJHDFJHIDFJhudsfjhifdsjhfdjhegnjif3rjnevjnfvjnfvjnfewvjrgjnifvjifjgejdkjodfjkofegjnfegjn\sbjnfbjndjfnjfjnfvnvdncjnsfvnfbjnfvjfbjfbjnafbjkfbjnfjajkfbjnfbjnfbnkfbjndgvbwehrfbvjiqebfvjewbfvjbeqnfjvqjdbv,What steps could you take personally in your life to be more like the character or person in this book whom you respect the most?,BASEtkd8wTlHBe3Z3Indx2jTaA,6,0
1305,"I think the main character will solve problems in the future, If he ever goes to hardscrabble farms as a chaperon he will know that he doesn't have to worry about silas scratch use he knows it is a fake story and he will pry use the maitnece cabin because it has a shower and it has a sink.",How do you think the main character or person will solve any future problems in their life?,BASEipPiQ0xKpgNKzHnqqbM3pg,5,8
1306,ssssssssssssssssssssssssssssssaaaaaaaaaaaaaaaaaaa,What is a big problem that the main character had in the text?,BASEQzJqy_FSXeZa63lE3LwGPg,2,0
1307,The part that I remember best is that Awesome Man's secret identity is a kid.,What part of this book do you remember best?,BASEGK3Y5Z11-2ilSJXkBgUz4g,1,9
1308,Yes my guess was close and my mind will blow if I got it right and I did get it right and I am proud and is the good book,"When you were reading the beginning of the book, were you able to guess what was going to happen next? Was your guess close to what really happened?",AUTRMiIJhtb9u1sCOK4SQ5cWQ,3,0
1309,i'm most like Greg the main character because I think I have similar problems like him and I feel the way he feels,Which character in this book are you most like? Why? Include details from the text.,BASEU2xKFP26V1q_vZJkMhxbjg,5,7
1310,"To not go to jail and get out of the circle justice. But towards the end, he just wanted to get out of circle justice and go back to the island to see the spirit.",Cole pretended to go along with all of the requirements of the Circle Justice. What were his real intentions?,BASEqXE-RvYW6St0exAkzPogSw,7,7
1311,some times he was but other time he was mad and other times he was happy.,When was the main character or person happy?,AUT4pVynocC0mDKYFabrB4YKw,0,7
1312,bruno got turned into a mouse because he ate a candy bar that had delayed action mouse maker that turns people into mice and he got turned into one.,"Share a story about something that happened to one of the characters or people in this text, or something they did. What does this story tell you about the character or person's personality?",MANU716U7nx4gN15d5ixE20f1Q,5,7
1313,i think i would like the first text because it would be cool to be a spartan in those times,"Would you rather live in the world in this text, or in the world in the last text you read? Why?",BASEIdBVkhw2SgHj4BTNqwJoQg,1,10
1314,favorite picture in the book is the 11111111111111111111111111111111111111111111111111111111111111111111111111111sssssssssssssssssssssssssssssssssssssssssssstttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,What did you learn from your favorite picture in this book?,BASEvl0TxZnbjviLAJ6Pxe6C-w,1,0
1315,I would help Rachel get the money to go see her dad because I have had that same problem and I wanted help Rachel makes me relate to myself and I would desire someone to help me if I was in her spot right now I would cry because is difficult without both your mom and dad in your life to help with your problems and I would help her because shes a outstanding and  amazing girl as the maker of the book says.,"If you could intervene to help one character or person at one moment in the text, who would you help, when would you help them, and what would you do to help?",BASESrfBsYhr90Koivv3tjT1PQ,6,8
1316,All of it makes me happy,Which words or phrases in this book made you feel happy or sad?,BASElkn6c0JS6dv_dy5eVMw1ig,2,2
1317,Because the tittle mean like they are sister they don't get along and the author.,Find a line from the text that would make a good title. Why would this line be a good new title for the text?,BASE9S4V0Kl0Hze8FzJi8b4ISA,4,6
1318,"I would rather live in the world of the last text that iv'e read, which is call Black Privilege. Because it was full of arrogant people but that is just regular life it's nowhere near different than the world we live in. In the book Black Privilege people got into fight were office workers, rappers, homeless, it is basically our world now. Like when the man character Charlamagne got into a fight at school with a bully it's officially regular school.","Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why? Explain why and support your answer with details or examples from both texts.",AUTuYEMJoqzBWc1z3605aa8DA,7,9
1319,the words used in happy times made me happy the words used in sad times make me sad.,Which words or phrases in this book made you feel happy or sad?,BASElErIpxPCc7dIbqN5M616iA,2,7
1320,Peter didn't now that much math and this girl now's  a lot of math .because peter thot it was like a year ago because I he teacher read a lot of books,Choose two characters from your story and explain how they are alike and how they are different.,AUTUyVQ4jXmlM2NX_iSk43Sjg,2,6
1321,"My sentence is Snape saying, "" get away you filthy mudblood.""  to  Harry's mom which is the start to his path into the darkness that is Lord Voldemort. Even though he promptly apologizes this shows us that he is becoming tainted by Voldemort's ideals. This is important to the story because it eventually leads to the death of Harry's parents and to Snape helping Dumbledore destroy Voldemort.","Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",BASEkKkZT3sW3ClzOGc3XGA52g,7,10
1322,I would turn to Marcus because he seems like he's wonderful person and would help someone in time of need. I know Marcus would come to my rescue and help me. In the book Indigo called Marcus and told him that she almost got molested by her cousin Sabrina boyfriend and Marcus got up in the middle of  the night and flew to Chicago  to comfort Indigo. He even risk being grounded by stealing his mother credit  card and catching a flight out to Chicago to see to Indigo. This why I would choose Marcus because he did this.,"If you were in grave danger and had to turn to someone in your text for help, who would you trust to help you and why? Support your answer with examples from the text.",AUTz1q3rkR8dL1U8a6KgzP5YQ,7,10
1323,Wad when he said Don't Let the Pigeon Drive the Bus. when is and he said and then we said no more getting on the bus when the guy comes back you he can come and let you on the bus so you can ride it,What picture made you the happiest to look at?,BASEpDe_KWI8GnIWAuJ9hJOJ1A,2,5
1324,That they do not take care of the penguins very well and feed them too much.,What do you not respect about the main character or person?,AUTxvB2ar-tKrrumsxKxbii0A,4,8
1325,I do not respect that she colored the skates and her mom got mad because she spent money on the skates. She ruined them with the pink.,What do you not respect about the main character or person?,BASE0esvh2pizMbLs-lh6CULPA,2,10
1326,"I think Toad felt embarrassed because he didn't want anyone to see him, but Toad was catching a cold so he had to get out.",How do you think Toad felt when everyone was laughing at him? How would you feel if you were Toad?,BASEz1KHLOrmq_KtFwACLyqmzA,5,7
1327,because it was the first time and because seriously that could never happen.,Why was it so hard for Jack to believe they had landed in a time 65 million years ago?,BASEEnUFDGcjci0PwZcUGO9HHQ,6,7
1328,Well if they where sad I would tell them to read the funny parts and if other people where happy I would still show them funny parts of the book to make them laugh,"If you could make everyone in the world read one part of this book, what would you ask them to read?",BASEmr9TNxq-pmZuM7N7df14xQ,3,7
1329,"Yes. He imagines a lot of atrocious adjectives against the gods.. For example, he mentioned that Hera is  the most abominable person in the world. Hera may be unfavorable , but she also has a pleasant  side.",Is Percy sarcastic? Support your answer with examples from the text.,BASEV5DtXREr3caG85vtBH3g-A,7,7
1330,I like the witches picture because it makes me feel like I am a witch.The witches are scary in the book because they turn children into mice.,"Look at the pictures throughout your text. What do you think the illustrator is trying to get you to feel? Describe one picture that makes you feel that way, and then explain why.",BASEkAITp4dIe3STuqsJ7CGKUw,5,8
1331,It will change because when you listen or read you feel the urge to just get up and go and change the world like these people did so you can be the change you can see in the world so that people can say you saved the world and made peace everywhere so you can be the change you can see in the world don't just wait for it to happen do it and be the change you want to see in the world,How do you think the author of this text hopes that you will change after reading it? Explain why the author would want to change you in that way.,BASETBcC0bMt207bgPN8wTqzgA,5,1
1332,The part of the book I remember best was when suzie said freddy breath stinks and said your girlfriend Jessie won't want kiss you if your breath smells like that,What part of this book do you remember best?,MANUw_Gy9bVIlEH13J_4fUhEZw,2,9
1333,The book also reminds me of Chicken Sunday.  Both books are similar because they are about the author's life.,What other book does this book remind you of? How are they similar?,BASEgSWxZ6XTSqX2S5otvHBlwQ,1,10
1334,"Uncle encourages Salva to keep walking because, in the novel, Uncle says to Salva, ""Do you see those group of bushes? You only need to walk as far as those bushes. Can you do that Salva Mawien Dut Ariik?"" This encourages Salva to take one step at a time to where he hopes to go so that he can achieve his goal. This applies to my life because if you go slow and steady and truly take time to deliberate about what you desire to finish, you can achieve it.",What does Uncle do to encourage Salva to keep walking and why is he forced to do this? How could you apply Uncle's strategy with Salva in the Akobo Desert to your own life?,BASE95CC69LOVqv0RMagFQyQiA,6,10
1335,"When Ivan says, "" I'm to much gorilla and not enough human"", he means that he can't do much of anything that humans do . He also thinks that he can only act like the way he is supposed to be, a gorilla.","What does Ivan mean when he says,  I am too much gorilla and not enough human (p. 7)? How do you know?",BASEydiowYMHAKnBkKickaGCmQ,4,9
1336,The best part I remember the most is when Sunny told her grandpa not to smoke any more so the grandpa listen to Sunny and Sunny was happy that her grandpa stooped smoking and told her mom that her grandpa stooped choking.,What part of this book do you remember best?,BASECGaFwi8csmuhaIXG8CXHxA,2,9
1337,I don't think I am like bear because I do like visitor and I am very excited  and because I can what for a very long time a day  and it was amazing to what for a long time  halares and just wow to,Do you think you are like the main character or person? Why or why not?,BASE1DgC9AJQDckNNg-UAujv_Q,2,9
1338,People started  to think Kamryn was a terrorist too but Adam (Kamryn's best friend) didn't think Kamyrn was a terrorist.,Find an idea mentioned in the text with which another text you have read disagrees. Explain why you think the two texts disagree about the idea.,BASENlBjzVST9wi1MZJYbimlKw,7,4
1339,"i think when harry finally got his letter he was happiest even though he might of been scared but he had finally got the letter  that his uncle never let him see and he realized why he was different. ""i'm a what"" harry gasped. when he learned this he knew why he was different and that he could finally get away from his uncle, and and cousin.","What do you think made the main character or person the happiest in this text? Use a quote from the text to show how happy they were, and then explain why you think that was their happiest moment.",BASE4e9iOBbm8DAgjwExbrodiA,6,10
1340,When Auggie started to go to school. Then Halloween came and kids bullied him. These events were important because kids bullied him fro his facial and body differences.,Describe an example of a major event or idea in the text that directly caused or led to another important event?,AUT6wPUK50bpR5q5iYog-7N3A,6,9
1341,There was a dog named Shasta in the story and I liked dogs.  I liked the part in the story where they fed the dog little bits of food and she learned things.,What is your favorite part of this book? Why?,AUTVhPlLNJlfwvaUyhUh_pzyQ,0,10
1342,"If you think about it, basically every book is fighting something, or has good vs. evil. In this book, Dune gets captured by bandits in the City of Ember, and that's what they're fighting for most of the book. The town, along with Dune and Lena are considered the good forces.",How does this text relate to a traditional topic or theme (such as good vs. evil or a specific life moral)?,BASEPz4bNv6ot4uaU0aQyPV9mg,7,8
1343,I do like the pictures i think the writer did that because he wants it to a good book.,Do you like the pictures in this book? Why do you think the illustrator made the pictures?,AUT9COCtI790wEv7ujx6ygDeQ,1,9
1344,"I  haven't , no. The setting was on a farm near a highway. I haven't learned about that.",Think about the setting or environment that is described in text. Have you ever learned about a similar place in your history or social studies class? How would you compare the historical account that you studied with the one described in this text?,MANURh42q_PIKPodYHQ-j2s4PA,7,6
1345,"Were his mother builds him a robot and the robot is like always hugging the boy and all that. And because the robot does that everyone picks on him all the time and wont leave him alone. People  talk about him every day, week, and month, call him and the robot names, and also  make the robot do things that the robot isn't supposed to do.",Describe an example of a major event or idea in the text that directly caused or led to another important event?,BASE4U4kA0_sEKbFXNA80Fnywg,6,7
1346,Chester and Harold were super frighten to go to the animal hotel. At the end of the story they were very joyful when they got back home. They were joyful when they got home because at the hotel one of the dogs disappeared her name is Louise then Chester disappeared. They didn't escape or get killed they got kidnapped by one of the workers his name is Harrison. He made Jill believe it was her fault by making her remember that she spilled trash inside the yard.,What was the main character or person like at the beginning of the book and at the end of the book? What caused this person to change between the beginning and the end of the book?,BASE2js0juKo-7tlq4M7jlwBIQ,5,6
1347,The setting is important to the problem in the story because if Wilbur was not in the barn he would not be thinking about being killed by Homer if Wilbur was not in the barn he would most likely not meet Charlotte because you can't find a friend like charlotte in just any random place but i think that the barn had a huge role in the plot and Wilbur character traits but that might not apply to other people because that's just my opinion.Yes the problem would be different if the setting changed because if Wilbur had not met charlotte in the barn he would be alive but he would not be happy he would not have as much friends as he did in the barn.,How was the setting important to the problem in the story? Would the problem be different if the setting changed? Explain.,AUTTewlERhAMFDtfE8aHexQIA,5,10
1348,I think the main character Author would be a superhero because he always stop the granch from stilling all their gifts and presents.,Do you think the main character or person would be more likely to join a crew of pirates or become a superhero? Support your answer.,BASEItDIjpDuSmreXiqJ8OSmNw,5,8
1349,"I would support my arguing with text from the story
I would also persuade the person that I would be arguing with.",Pretend that something you read in the text is wrong. How would you argue or convince someone that it is wrong?,BASEqltkeRPS3qXkah9ahu5rhQ,4,3
1350,Julian,Which character is the bad guy in the story? What makes this character so bad? What villian from another book reminds you of the one in Wonder? Why?,AUT25Jwl5E9znJET2xqJDhVvQ,7,1
1351,the main character is a girl who is curious about all the thing in her world either Squad tigers and the picture was upside down and someone else was in the picture frame is missing and.,Describe what the main character or person looks like.,BASEZQPZ8d4fA-6AGWOSQi4oww,1,6
1352,"I think the person who made Katniss happier is Peeta. Peeta and her have been in the games before and have already gone through the suffering and pain of the hunger games. In the first book, Peeta and Katniss won the games together and they were supposed to get married but then the games came again and they were chosen. When Peeta almost died, and Finnick was giving him CPR, Katniss thought Finnick was killing him and immediately went to protect him. When Katniss got jumped by the careers, he worried about her and she worried about him. Peeta seemed to be able to make her smile in any situation. In the text it says, ""His lashes flutter open and his eyes meet mine. Careful he says weakly. 'There's a force field up ahead. I laugh, but there are tears running down my cheeks."" Katniss cared so much for him and would put her life in front of his.","What do you think made the main character or person the happiest in this text? Use a quote from the text to show how happy they were, and then explain why you think that was their happiest moment.",BASEkfZt0b9DBxjzZ0n4HKN9EQ,6,10
1353,Yes because the last book I read was about how delicate friend ship and teamwork is and how important those things are to lead your team to victory just like this book.,What other book does this book remind you of? How are they similar?,BASEshoJRmiwe2OdV8j3W1Mctw,0,9
1354,Don't judge someone by there size and how they look because one day they can help you in some way.,line for themes version,BASEicPiJQ-yOnKn9vqtKugQkg,-1,9
1355,He began to love Mudge even more. Because they had so much in common. They enjoy some of the same things. The bits like leaves and walking in the woods,What are some ways that the main character or person changed during the text?,BASEjlnS04tOoP4vtGu914MKtA,2,10
1356,I would feel happy and kind of scared  because i would have to stay after class and write pen 100 times.,Put yourself in the shoes of one of the characters or people. Describe two emotions you would feel. Why would you feel this way in their shoes?,BASEYvaLidgZQ-CH4XC13C_YXQ,4,8
1357,"Vola and Peter got in many arguments, or disagreements.  The one I remembered the most was the one where Peter thought Vola should go back out in the world and be around people instead of staying in her cabin in the woods all alone.  Vola thought otherwise because she thought she would hurt someone after what had happened in the past.  I understand what Peter and Vola were thinking, and I think they are both right but in different ways.","Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",BASET7alSCfXO54xVFWHoYi0Kw,6,10
1358,hen sunny had a prize in the cereal box and it was sigarites and her grandpa was still smoking and sunny told her grandpa to stop smoking and at the end of the  book to a promise to stop smoking and the grandpa did.,What is a big problem that the main character had in the text?,BASECGaFwi8csmuhaIXG8CXHxA,2,5
1359,It would be the rival that would do the talking that will start the fight than it will go all through that drama,How would the story change if it were told by the main character's biggest enemy or rival?,MANUWEn7yBOvHpAr-UC9uPW_zQ,4,6
1360,"Yuri, he dropped a easy pop fly and his teammates made him feel like crap and Yuri was a bit dissapointed in himself","Share a story about something that happened to one of the characters or people in this text, or something they did. What does this story tell you about the character or person's personality?",MANUgdChZW34MQvHou92yPSg-Q,6,6
1361,"He would not like to be my friend because the main character likes people who are very geeky or love math or science. The main character you can notice that he is not interested in sports or playing any, but me on the other hand loves sports and loves watching it too. But the main character, Ben Ripley is more involved in his homework than anything else.",Do you think the main character or person would like you to be his or her friend? Why?,BASEu43gdJbjqwHbkBAKNoEGwQ,5,10
1362,The koala looks like a teddy but is a marsupial not a bear the koala carries its baby in a pouch on its body,What part of this book do you remember best?,BASEbdmDWJQf2nACA1ZjtQgkng,2,8
1363,"i would live in bail city cause you can play soccer with Liza,Melody and more characters that are in the story so i rather play soccer with them.",Would you rather live in the world described in this book or in the world described in the last book you finished? Why?,BASEjTgVGjYiHJDpo7RVHQrh_w,3,9
1364,this is good,"Find a line in this text that could be rewritten as a metaphor or an expression. First quote the phrase, then write the expression or metaphor that could be used instead.",BASEDokyQ6s-nV1qsIITuL8N7g,4,0
1365,"Yes, at first he didn't seem nice but it was just because he was shy and didn't like answering peoples questions.Then after a while, zero and Stanly started to become friends and then Stanly decided to help zero learn to read and so scene Stanly helped him read zero started to dig some of Stanley's hole so that he would be able to have some energy to teach zero how to read. then when zigzag and Stanly started to fight and zigzag was winning zero went and helped Stanly so I think that zero is a good friend and is nice.",Why do you believe Zero is so nice to Stanley? Support your idea with text evidence.,BASE6p12fhEc1ewMzb_R0xI2ww,7,5
1366,"A main idea in the book cabin fever is to ask for permission before doing things because It can have huge consequences. I say this because in the book Diary of a wimpy kid cabin fever, the main character: Greg Heffley puts up posters on the school wall. What he didnt realise is that he used neon markers and then later it started raining which made the poster bleed on the wall and dye the wall a green color.","Describe one of the main ideas or themes in this text, including how the author discusses this idea. Cite evidence from the text.",AUTM0ND8Q7dWEUHqX_Ndppz0w,7,10
1367,id list that this is the best book in the country and always to buy it,List the most important lessons you have learned from the text. Then explain which lesson you think is the most important for other people your age to know.,BASEzba_cCkPbMaicHlmjIS53A,2,2
1368,the lesson is the wind roared 110 miles an hour rain pounded  and strong wind pushed walls of water from the gulf of Mexico into Lake Pontchartrain some of the levees holding back the lake gave way,Does the main person or character go on an adventure that reminds you of an adventure from another text you have read? How are the two adventures similar?,BASEKvnHEsuh43zfw981a_1mGg,3,5
1369,I believe that I have learned more from this because it gives you all around information about mine craft while the other ones go into more detail about a certain topic in mine craft. I also believe that I leaned more from this one because it is over all better for the beginner and that it teaches you more if you are just starting out and begging on your mine craft adventure. this is how this book is superior than the other mine craft handbooks.,"If you have read another text about a similar topic, which text did you learn more from? Why do you think you learned more from that text?",BASEvo-Y6oP4mlZ-d6ID-xbecg,6,10
1370,I would chose this text.   Since it is a tiny town.  It also seems like a older timed setting. Additionally it is  like a peaceful and silent town. I say this since it  describes is to where you can walk to the store in less than 10 minutes.,"Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why?",BASE2R6sRH7S2BceZcDNpaXNTA,6,9
1371,it shows basketball stars it  showed hall of farmers like bron and curry the farmers the was the best team ever they team was called warriors and  cavilers,"If you have read another text that is about a topic similar to your text, how are the two texts different?",MANU13dclLOTmkbq11rNf8z90w,4,6
1372,"Yes because he concludes every thing that 
every chapter is about",Does the author do a good job ending chapters or different parts of the text? Explain.,BASEqltkeRPS3qXkah9ahu5rhQ,4,1
1373,If i could  make every one read one part of the story. it would be the part where there was no food. Only a boot but there was  actually there were a ton of fish and ice cream.,"If you could make everyone in the world read one part of this text, which part would you ask them to read? Why?",BASEUftj-SriSIR0BelFniTOgQ,0,9
1374,The Word Is Harvest I Mean What Does The Word Mean Like Cutting Something Just Because The Passage Uses The Word  Does't Mean I Don't Have To Know It.,"What is a challenging word that the author uses multiple times? What is the meaning of this word, and why do you think the author uses this word so many times?",LEXILElIP5LQSKy97_2ppxc3KuMA,4,1
1375,tra la laaa! is the wot he used for captain underpants  and he is all so mr. krupp  and the book is funny,Are any words or sentences repeated? Which ones? Why do you think the author did this?,BASEAEzT6OPp8AnAjXEAAt3FNw,3,6
1376,bob one eye and others two eyes,Choose two characters or people from the text. Explain how they are the same and how they are different.,BASEvPDqVaNUKMOCWYWDv0AXTQ,2,7
1377,That was string to do stuff he cudint like makc a faryer and cuk met and put up a tent,What do you like about the main character or person in this book?,BASEawciwYOJr1ZCE9tSY7js2A,2,3
1378,"In order for me to help you write the very best answer you can, I will need you to write a bit more first. Click 'Check again!' when you are ready.In order for me to help you write the very best answer you can, I will need you to write a bit more first. Click 'Check again!' when you are ready.",Why do you think the author and illustrator chose an egg to represent the boys idea?,BASEX9bFF8wNL6dTnGb_diCDWw,0,0
1379,August we need to talk abut your cranial facial abnormality Via spoke. What said August. You must learn your face it is call cranial facial abnormality it may be long but you need to learn how to say it August Via spoke. fine i will say cranial facial abnormality Via August spoke. spectacular job August.,Find two challenging words in the text. Then make up a conversation between two characters or people in this text using those words.,AUT25Jwl5E9znJET2xqJDhVvQ,5,9
1380,It would be Annie because she faith to help Austin get back on his horse.But the others told Annie not  to help Austin and Annie want to help others,"Based only on how the characters or people communicate with each other, which character or person would you turn to for help if you were in trouble? Why do you trust them over others?",MANUb-B4Q_VDIyPG-N2FJFyHZw,6,6
1381,His face discription,"Looking back on what you have read, what clues did the author give that could have helped you guess what you learned later?",AUT25Jwl5E9znJET2xqJDhVvQ,6,5
1382,white mouse because she is smart and she finally went to see  what the something was by the pond.IT was a....elephant,"Who is your favorite character or person, and why?",BASE11H8gUT0rMXXiC-IhjWnyg,2,8
1383,I do because they are silly and I like how the wolf came out of no ware and he drew in the lines.,Do you like the pictures in this book? Why or why not?,AUT9COCtI790wEv7ujx6ygDeQ,1,10
1384,"Flat stanly got flat.itititititiittiititititttiititititititititititititiitititititiiititutiti
itititititititititutututututu",What happened in the beginning of this book?,AUTBjekVBnoVJqrdEuiSw-zWg,1,0
1385,Yes. The author does a great job at ending chapters. But the author change the topic every chapter which was a bit confusing but I got what it was for but I still love the book. She did a fantastic job at separating topics.I was happy that there is separation in chapters and I loved how she described topics every chapter.,Does the author do a good job ending chapters? Explain.,BASEG7_nzELBVtTtiFL6O2s4tw,4,8
